Message,sentimen_bert,sentimen_vader
hai idpanjang lintas 4301 kmlebar lintas 15 mtrack lurus panjang 723 m yuk ikut,neutral,neutral
panjang lintas 43kamu lebar lintas 15 meter sama track lurus panjang 723 meter id,neutral,neutral
bayi e nyidam ken ndelok balap ta iki,neutral,neutral
panjang lintas 4301 kmlebar lintas 15 mtrack lurus panjang 723 mayok ikut kapan nonton motogp gratis bareng id,neutral,positive
sirkuit mandalika panjang track 43 kamu lebar lintas 15 m track lurus 723 m id msa,neutral,neutral
sirkuit pertamina mandalika panjang track 431 kamu lebar lintas 15 m track lurus 723 m id yuk ikut jutidak guys,neutral,neutral
pasu tidak mau antriii langsung minggir pertamax series,negative,neutral
pastinyaa tari langsung gaspol,neutral,neutral
pastinyaaa min,negative,neutral
wihh tp kalah,negative,neutral
mantapp gas terus,negative,neutral
panjang lintas 43 kamu lebar 15 m track lurus panjang 723 m delanggu id,neutral,neutral
sirkuit pertamina mandalika rupa salah satu sirkuit indah semotidak nonton langsung kesanasirkuit punya panjang track 43 kamu lebar lintas 15 m punya track lurus panjang 723 mid gas ikut,positive,neutral
sirkuit pertamina mandalika rupa salah satu sirkuit indah semotidak nonton langsung kesanasirkuit punya panjang track 431 kamu lebar lintas 15 meter punya track lurus panjang 732 meterid gas ikut,positive,neutral
panjang lintas sirkuit mandalika ialah 4301 kamu lebar lintas 15 m track lurus panjang 723 m id gasss atuh barudak ikut,neutral,neutral
panjang lintas 431 kamu 17 tikung lebar lintas 15 meter track lurus 723meter id ayoo gaes,neutral,neutral
dapat aku kalo mau mesin sehat memang pke pertamax,positive,neutral
aseeekkk jogetin aja saaayy,positive,neutral
poko bakal banyak untung kalo bayar pake,positive,neutral
aku cewek tp pake pertamax,neutral,neutral
kalau gue pakai pertamax karna lebih irit motor ngab,positive,neutral
biar pulang cepet aja sih kalo gue males ngantrinya coooy,negative,neutral
mau atuh kalo kasih free tiket,neutral,positive
ahahahaa emang paling seru kalo main kidzania,positive,neutral
butuh hibur bukan cuman anak kecil lho,negative,neutral
buat dewasa min,neutral,neutral
tuker 2x hehehe,positive,neutral
kapan kan ngajak si kecil maen,neutral,neutral
arti dapat 2 tiket 1 dewasa 1 anak kecil,neutral,neutral
kota gue ada kidzania,neutral,neutral
pertamax lebih baik,positive,neutral
beda hartidak beda kwalitas,positive,neutral
coba pas abis services terus pke pertamax,negative,neutral
cocok bwt gue cinta diskon,positive,neutral
panjang lintas 4301 kamu lebar lintas 15 m track lurus 723 m id canda byu,neutral,neutral
jpanjang lintas 431 kamu lebar lintas 15 mtrack lurus panjang 723 meter id yuks riah,neutral,neutral
panjang lintas 431 kamu lebar lintas 15 mtrack lurus panjang 723 meter id yuks meriahin acara,neutral,neutral
bismillah semotidak rezeki buat nonton motogp tahun inisirkuit pertamina mandalika milik panjang lintas 431 kmlebar lintas 15 mtrack lurus panjang 723 m id yuk ikut guys kali aja untung,positive,neutral
jawab panjang lintas 4301 kmlebar lintas 15 mtrack lurus panjang 723 m yuk ikut,neutral,neutral
done kak id bismillah semotidak jadi salah satu pilih,neutral,neutral
semotidak bisa nontong langsung dan dapet tiket free id,neutral,positive
ragu si turbo satu,negative,neutral
auto nyala isi dompetkuu,neutral,neutral
jangan lupa bayar cashless,neutral,neutral
isi full tank pas minggu xixixixi,neutral,neutral
isi pertamax turbo mapan,neutral,neutral
gue pake pturbo kalo jarak jauh doang min,neutral,neutral
usai lah sama harga,negative,neutral
emberrrrrr tari jadi lebih enteng,positive,neutral
gasss atuh mulai pake turbo dr skrng,negative,neutral
motor apa aja cocok pke pertamax turbo min,neutral,neutral
asa jadi jet darat,neutral,neutral
motor asa hslusssss suara,neutral,neutral
pertamax turbo buat motor jadi hemat lebih halus mesin akselerasi maksimal pakai my pertamina point udah terlumpul 2rb,positive,neutral
panjang lintas 4301 kmlebar lintas 15 mtrack lurus panjang 723 meterid,neutral,neutral
sirkuit pertamina mandalika milik panjang lintas 431kamu lebar lintas 15 mtrack lurus panjang 723 mid ekaiputu,neutral,neutral
okeee gass langsung tukar poin sekarang,neutral,neutral
bener banget min,positive,neutral
eman kak poin gue nabung buat kupon undi,neutral,neutral
cintaaaa jutidak dijatidak n rawat baik biar enggak karat misal ajak doi buat jalan,positive,neutral
tuker poin hehe,positive,neutral
uwwaaaahh dapat bmw,positive,neutral
share tips kendara musim hujan dooong,neutral,positive
ken semua bowwleeehh,positive,neutral
bismillah aja dulu penting usaha urus hasil belakang,neutral,neutral
lihat mudah nyata lumayan susah dapetinnya,negative,neutral
ngtidak tuker poin jadi oli,neutral,neutral
hoki banget bisa menang haji furoda,positive,neutral
satu kupon kudu punya berapa poin,neutral,neutral
paling sebel kalo nyuci malah turun ujanpaling sebel kalo nyuci malah turun ujan,negative,neutral
paling sebel kalo nyuci malah turun ujan,negative,neutral
punya banyak kupon v,positive,neutral
semotidak aja kali gilir gue untung,positive,neutral
mau voucher libur,neutral,neutral
tuker berapa kali batas om,negative,neutral
gak muluk2 gue mah dapat voucher bbm aja syukur,positive,neutral
mobil tetep kinclong wlpn musim hujan,positive,neutral
bantu cariin dong,negative,neutral
butuh penjatidak hati pertamax menjatidak lindung mesin,negative,neutral
minsay kalo beli bensin via pertamina delivery pas hujan tetep dianterin g,neutral,neutral
yeee si mimin gombal terus pasti lah,negative,neutral
ahh bener bohong,positive,neutral
butuh orang bisa erti lindung dompet tip,neutral,neutral
mau musim apa aja gw tetep bakal pake pertamax bosss,negative,neutral
ada puja hati kiwwww,positive,neutral
kalo pake pertamax green pas hujan gin aman gak,positive,neutral
bismillahpanjang lintas 4301 kamu lebar lintas 15 m track lurus panjang 723 m id,neutral,neutral
abi nu naek motor gp hahahaha,neutral,neutral
wkwkwkw ajaas,negative,neutral
gua tunjukin aja yaa spbu pertamina postingan id,neutral,neutral
1 liter 300 perak 300 potong harga,neutral,neutral
ko hari akhir aja min,negative,neutral
kmrin isi pertamax turbo kok motong,neutral,neutral
laku buat pertamax turbo jtidak ngab,neutral,neutral
yesss langsung luncur atuh kalo gitu mahh,positive,neutral
makin love love jadi,positive,positive
cash dapat,neutral,neutral
tau aja mode hematttt haha,positive,positive
semotidak lancar sukses eventnya,negative,neutral
tiket udah tinggal ngumpulin buat jajan,neutral,neutral
gonna be there for sure,positive,positive
mending sekali beli royal box b,positive,neutral
serius tanya bakal souvernir min,neutral,neutral
gua tanya tugas spbu 3417545malahan jawab tidak tau mass laaah gimana id,negative,neutral
soal promo,positive,neutral
id gapapa gausah minmungkin lupa apatapi tetep apresiasi buat tugas spbu sebut jawab lembut senyumpelayanan maksimal kelas lah sama spbu swasta spbu 3417545pelayanannyamakanya suka isi spbu disitugoodjob pertaminaa,positive,neutral
pake aplikasi bayar min,neutral,neutral
ken nonton bareng sama doi,positive,neutral
siaaap langsung isi full tank pertamax sekarang,negative,neutral
sukak motogp gak,negative,neutral
pulang kerja bakal langsung mampir spbu,positive,neutral
batas akhir beli kapan,positive,neutral
gaspolllll nonton motogp,positive,neutral
ada atap zona berapa kak,neutral,neutral
min pertamax green kapan di jogja,neutral,neutral
panjang lintas 431 kmlebar lintas 15 mtrack lurus panjang 723 mid yuk ikut gais bondet,neutral,neutral
id siap gass pertamina mandalika international street circuit,neutral,neutral
panjang lintas 431 kmlebar lintas 15 mtrack lurus panjang 723 mgasskan ikut id,neutral,neutral
minggu kemarin gue menang menang tidak tuh,negative,neutral
modal tap2 layar kupon,neutral,neutral
lihat mudah tp asli sulit,negative,neutral
mau voucher bahan bakar,neutral,neutral
buru sikaaatttttt mas broo,negative,neutral
kapan main game dapet hadiah,neutral,neutral
lebih seru multiplayer mabar sama temen,positive,neutral
100rb buat brp menang om,positive,neutral
siap ikut join,positive,positive
mohon solusi volume silinder tdk sesuai tdk klik lanjut kirim dm email ada balas,neutral,neutral
atmin baca dm makasih,neutral,neutral
admin baca dm makasih,neutral,neutral
min sosialisasi jutidak dong pertamax jutidak di pertashop,neutral,neutral
woww selamat mimin,positive,neutral
sapu bersih harga,positive,neutral
dong double poin ada,neutral,neutral
bantu cek dm min,neutral,neutral
ka cek dm makas,neutral,neutral
triple trophy tuhh,positive,neutral
yuk yuk kasih banyak diskon,positive,neutral
tingkat terus kualitas ngab,negative,neutral
selamat kak always support,positive,positive
bukan cuma berisik itu angin kenalpot nya kena nembak belakang,negative,neutral
mending pake standar aja gausa anehaneh,negative,neutral
sering bangun kalo pas tidur nih,negative,neutral
ngaruh bensin bromax,negative,neutral
mimin bromax sangat wakil asa,negative,neutral
klo motor sport wajar knalpot bising,negative,neutral
biasa banyak dipake motor fu,neutral,negative
min besok double points,neutral,neutral
panjang lintas sirkuit mandalika 4301 kmlebar track 15 metertrack lurus panjang 723 meter siap berangkat nihh id tinggal tiket sirkuit yang semotidak untung zona a pasti seru sirkuit id,neutral,neutral
knalpot bising bakal ada dimna toko buka,neutral,neutral
blm sempat servis ada waktu,neutral,neutral
gue service mobil tiap 2 bulan sekali hehehe,neutral,neutral
voucher buat service bang,positive,neutral
pas musim hujan gin wajib dicek2,neutral,neutral
jangan dek aa,negative,neutral
terima kasih mimin diingetin,positive,neutral
wajib cek kala utama bwt hobi jarak jauh,neutral,neutral
sejak pake pertamax malah jadi jarang bawa tempat service,negative,neutral
recommended bengkel daerah jakut,positive,positive
rajin service kasih bahan bakar baik,positive,neutral
user pertamax bangga,positive,neutral
panjang lintas 431 kamu lebar lintas 15 m track lurus panjang 723 meter id yuk ikut,neutral,neutral
menjatidak selamat penting gaiss,negative,neutral
gue malah suka pake kaos oblong doang,positive,neutral
ngaruh njir tetep kece,positive,neutral
definisi cowok berkharisma mah,neutral,neutral
ganti motor,neutral,neutral
gpp penting safety,positive,positive
outfit estetik kendara vintage ang ang ang,neutral,neutral
gak laku buat freelance jalan2 kerja,negative,positive
apa cuma gw selalu nunggu wiken buat beli pertamax,negative,neutral
panjang kak promonya,positive,neutral
gapapa kak naek gajih wkwkwk,negative,neutral
gak lewat promo satu,neutral,neutral
min minggu kemarin udah pernah yang double poin dapat nggak kirakira,neutral,neutral
thanks kak sdh wakil suara hati,positive,positive
siap noted jurus andal kala deadline,negative,neutral
tahan kak tahannnn kita jalanjalan ln sekali,positive,neutral
gak diskon buat guna baru kak,negative,neutral
danau kastoba pulau bawean gresik jatim,neutral,neutral
njakartahh ni bossss wisata alam apa yak ancol pulao ribu,positive,neutral
pantai cipta semarang recommended,positive,positive
absen pernah kawah putih,positive,neutral
dekatdekat aja keraton,positive,neutral
wisata situ cipanten majalengka,positive,neutral
gunung ijen hadirrrr kak,positive,neutral
panjang lintas sirkuit mandalika 4301 kamu lebar track 15 meter track lurus panjang 723 meter bismillah tiket sirkuit zona a siap ramai motogp mandalika id sama,neutral,neutral
sirkuit mandalika milik panjang 431 kamu lebar lintas 15 m track lurus panjang 723 m siap riah motogp mandalika lombok id seru2an bareng bestie dukung riders motogp,positive,neutral
kasih aerox bang,positive,neutral
penting full ngisi pertamax,neutral,neutral
suka banget jacket nya,positive,neutral
aku malah pake beat jok bolong cakar kucing,negative,neutral
id kerja dong buat beli tiket pesawat n tiket motogp mandalika,neutral,neutral
banyak kak sy wartidak kuningan jabar,neutral,neutral
ada cuman pantai tirtamaya,positive,neutral
gunung sumbing magelang skuuuuyy,positive,neutral
minggu lalu abis pangandaran hehe,neutral,neutral
jadi ken libur,neutral,neutral
ayahnyaemran bismillah ayah semotidak menang biar jadi kado ngerasain zona a biar hujan panas kayak tahun belum,positive,neutral
tukar 2 tiket,neutral,neutral
cuma 600 poin kak,neutral,neutral
ajak si keysha main kesini,neutral,neutral
kalo udah tukar poin tiket bakal masuk kak,neutral,neutral
kapan bisa ajak anak main modal tuker poin hihihi,neutral,neutral
main ajar,negative,neutral
kasih apresiasi buat slalu isi full tank doong,positive,neutral
klo percaya sama kualitas produk bakal paling,positive,neutral
gue konsisten pke turbo ngab,positive,neutral
nahan diri enggak goda,positive,neutral
enak kasih turbo tuh sat set jalur fast track,neutral,neutral
ada potong hartidak bos,negative,neutral
sesuain aja sama kompresi mesin,negative,neutral
gasss terus jangan kasih kendor,positive,neutral
turbo lebih ngacirrrr masseh,positive,neutral
beat 100 1 pertamax apa pertamax turbo4,neutral,neutral
tangki jd lebih bersih tidak gampang karat,positive,neutral
emang bowleeh udah gede kidzania,negative,neutral
besok mau kesana,negative,neutral
mumpung long weekend ygy,positive,neutral
logo pertamina pertamax turbo id semua siap kak tiket pesawat ijin cuti belum tiket sirkuit semotidak untung zona b kota hore rame id,neutral,neutral
logo pertamax turbo id ayo,neutral,neutral
logo pertamina pertamax turbo semua siap tiket pesawat inap transportasi ijin cuti yang tiket sirkuit semotidak untung zona b tikung pertama ayoo ramai tribune nya jangan lupa follow id,neutral,neutral
pertamina turbo id id,neutral,neutral
bismillah lewat id nonton seri ke17 motogp di sirkuit bangga indonesialogo sembunyi gambar1 logo pertamax turbo2 logo motogp3 logo pertamina4 pertamina grand prix of indonesia 20245 energizing your journeyid,neutral,positive
1 pertamina grand prix of indonesia 2024 2 lotidak pertamax turbo 3 logo motogp 4logo pertamina 5 energizing your journey id,neutral,positive
bismillah lewat id nonton langsung motogp negara sendiri logo sembunyi 1logo pertamax turbo 2logo motogp 3logo pertamina 4 pertamina grand prix of indonesia 2024 5energizing your journey ikut ayo id bismillah dpet tiket,neutral,positive
bismillah semotidak bisa dapet tiket motogp yaallah sempat akhir kuliah luar daerah1logo pertamax turbo2tulisan energizing your journey3pertamina grand prix of indonesia 20244logo pertamina5logo motogp a7rahman id,neutral,positive
bissmillahirohmanirohim logo sembunyi gambar ada 5 1 logo pertamax turbo 2 logo motogp 3 logo pertamina 4 pertamina grand prix of indonesia 2024 5 energizing your journey id alfarie,neutral,positive
semotidak untung tahun bisa sirkuit mandalika logo sembunyi 1 logo pertamax turbo 2 logo motogp3 logo pertamina4 pertamina grand prix of indonesia 20245 tagline energizing your journey pertamina patra niatidak semotidak wujud id yuis ikut,neutral,positive
1 logo pertamax turbo 2 logo motogp 3 logo pertamina 4 pertamina grand prix of indonesia 2024 5 energizing your journey kuy ikut id,neutral,positive
bismillah semotidak rezeki nonton motogp tahun jawab logo sembunyi gambar 1logo motogp2logo pertamax turbo3logo pertamina4logo pertamina grand prix of indonesia 20245tagline energizing your journey id yuk guys ikut siapatau untung nobar langsung sirkuit,neutral,positive
logo sembunyi gambar 1logo pertamina 2logo motogp 3logo pertamax turbo 4logo pertamina grand prix of indonesia 2024 5energezing your journey id ayo gas aqlir bondet,neutral,positive
